Image,Count_Divided_By_120
imgs/n01498041_18303.JPEG,0.6916666666666667
imgs/n01498041_2020.JPEG,0.48333333333333334
imgs/n01498041_22090.JPEG,0.7
imgs/n01498041_4552.JPEG,0.4
imgs/n01498041_6936.JPEG,0.875
imgs/n01498041_7729.JPEG,0.2
imgs/n01498041_8361.JPEG,0.6083333333333333
imgs/n01514668_11444.JPEG,0.36666666666666664
imgs/n01514668_13388.JPEG,0.7166666666666667
imgs/n01514668_14690.JPEG,0.775
imgs/n01514668_17097.JPEG,0.65
imgs/n01514668_17689.JPEG,0.39166666666666666
imgs/n01514668_21150.JPEG,0.3
imgs/n01514668_22977.JPEG,1.4
imgs/n01514859_10293.JPEG,0.55
imgs/n01514859_10538.JPEG,1.1666666666666667
imgs/n01514859_10999.JPEG,0.45
imgs/n01514859_11140.JPEG,1.4916666666666667
imgs/n01514859_11592.JPEG,0.475
imgs/n01514859_2476.JPEG,1.1
imgs/n01514859_4832.JPEG,0.525
imgs/n01514859_58.JPEG,1.8916666666666666
imgs/n01514859_8201.JPEG,0.65
imgs/n01518878_1935.JPEG,0.925
imgs/n01518878_21088.JPEG,0.5083333333333333
imgs/n01518878_35502.JPEG,0.725
imgs/n01518878_3788.JPEG,1.3083333333333333
imgs/n01518878_42311.JPEG,0.7583333333333333
imgs/n01518878_5941.JPEG,0.7
imgs/n01518878_839.JPEG,2.066666666666667
imgs/n01518878_8542.JPEG,0.725
imgs/n01530575_10154.JPEG,0.375
imgs/n01530575_10369.JPEG,0.2833333333333333
imgs/n01530575_10453.JPEG,0.6333333333333333
imgs/n01530575_10613.JPEG,0.38333333333333336
imgs/n01530575_10616.JPEG,0.2833333333333333
imgs/n01530575_2647.JPEG,0.3416666666666667
imgs/n01530575_6984.JPEG,0.4666666666666667
imgs/n01530575_73.JPEG,0.9
imgs/n01531178_14211.JPEG,0.2833333333333333
imgs/n01531178_2080.JPEG,2.033333333333333
imgs/n01531178_22939.JPEG,0.21666666666666667
imgs/n01531178_24471.JPEG,0.35
imgs/n01531178_4432.JPEG,0.48333333333333334
imgs/n01531178_7914.JPEG,0.5
imgs/n01532829_1210.JPEG,1.25
imgs/n01532829_16957.JPEG,0.2916666666666667
imgs/n01532829_1818.JPEG,0.9916666666666667
imgs/n01532829_20154.JPEG,0.475
imgs/n01532829_2269.JPEG,0.85
imgs/n01532829_25826.JPEG,0.9916666666666667
imgs/n01532829_33179.JPEG,1.0416666666666667
imgs/n01532829_4319.JPEG,1.4
imgs/n01534433_14298.JPEG,0.4583333333333333
imgs/n01534433_15198.JPEG,0.675
imgs/n01534433_15209.JPEG,0.4
imgs/n01534433_639.JPEG,1.6166666666666667
imgs/n01534433_8056.JPEG,0.38333333333333336
imgs/n01534433_8982.JPEG,0.7583333333333333
imgs/n01537544_1.JPEG,0.5416666666666666
imgs/n01537544_2209.JPEG,0.48333333333333334
imgs/n01537544_224.JPEG,0.48333333333333334
imgs/n01537544_2550.JPEG,0.5666666666666667
imgs/n01537544_316.JPEG,0.7583333333333333
imgs/n01537544_823.JPEG,0.3333333333333333
imgs/n01558993_21740.JPEG,0.6583333333333333
imgs/n01558993_3416.JPEG,0.7
imgs/n01558993_4443.JPEG,0.275
imgs/n01558993_6803.JPEG,0.65
imgs/n01558993_7620.JPEG,0.48333333333333334
imgs/n01558993_81.JPEG,1.4416666666666667
imgs/n01558993_9337.JPEG,0.3333333333333333
imgs/n01560419_16754.JPEG,0.5333333333333333
imgs/n01560419_5786.JPEG,0.5166666666666667
imgs/n01560419_6906.JPEG,0.3416666666666667
imgs/n01560419_7736.JPEG,1.0666666666666667
imgs/n01560419_8014.JPEG,0.44166666666666665
imgs/n01560419_8467.JPEG,0.6583333333333333
imgs/n01560419_8632.JPEG,0.325
imgs/n01560419_8686.JPEG,0.30833333333333335
imgs/n01580077_11984.JPEG,0.3
imgs/n01580077_230.JPEG,0.3
imgs/n01580077_29190.JPEG,1.425
imgs/n01580077_3664.JPEG,0.675
imgs/n01580077_6208.JPEG,0.5416666666666666
imgs/n01582220_1416.JPEG,0.9416666666666667
imgs/n01582220_211.JPEG,0.8833333333333333
imgs/n01582220_3572.JPEG,2.316666666666667
imgs/n01582220_4962.JPEG,0.3333333333333333
imgs/n01582220_6453.JPEG,0.31666666666666665
imgs/n01582220_97.JPEG,0.9
imgs/n01592084_11409.JPEG,1.4333333333333333
imgs/n01592084_1688.JPEG,0.4083333333333333
imgs/n01592084_2566.JPEG,0.45
imgs/n01592084_2976.JPEG,0.3416666666666667
imgs/n01592084_6276.JPEG,0.6666666666666666
imgs/n01592084_7198.JPEG,0.26666666666666666
imgs/n01601694_12597.JPEG,0.55
imgs/n01601694_13136.JPEG,0.675
imgs/n01601694_18219.JPEG,0.4583333333333333
imgs/n01601694_19568.JPEG,0.30833333333333335
imgs/n01601694_20204.JPEG,0.75
imgs/n01601694_21847.JPEG,1.5916666666666666
imgs/n01601694_24991.JPEG,0.4083333333333333
imgs/n01608432_14981.JPEG,0.525
imgs/n01608432_35811.JPEG,0.49166666666666664
imgs/n01608432_4114.JPEG,0.275
imgs/n01608432_46223.JPEG,0.9416666666666667
imgs/n01608432_5450.JPEG,0.5083333333333333
imgs/n01608432_8689.JPEG,0.525
imgs/n01608432_8742.JPEG,0.875
imgs/n01608432_9685.JPEG,0.26666666666666666
imgs/n01614925_15508.JPEG,0.24166666666666667
imgs/n01614925_3746.JPEG,0.675
imgs/n01614925_4403.JPEG,1.0916666666666666
imgs/n01614925_4921.JPEG,0.7666666666666667
imgs/n01614925_6391.JPEG,0.24166666666666667
imgs/n01616318_12155.JPEG,1.1416666666666666
imgs/n01616318_13070.JPEG,1.0333333333333334
imgs/n01616318_14088.JPEG,0.5833333333333334
imgs/n01616318_16664.JPEG,0.4
imgs/n01616318_168.JPEG,0.23333333333333334
imgs/n01616318_536.JPEG,0.3333333333333333
imgs/n01616318_719.JPEG,0.4166666666666667
imgs/n01622779_3342.JPEG,0.8416666666666667
imgs/n01622779_412.JPEG,0.8166666666666667
imgs/n01622779_4482.JPEG,1.45
imgs/n01622779_5109.JPEG,0.9333333333333333
imgs/n01622779_5587.JPEG,0.7416666666666667
imgs/n01622779_9808.JPEG,0.44166666666666665
imgs/n01629819_11915.JPEG,0.25
imgs/n01629819_16697.JPEG,0.6916666666666667
imgs/n01629819_1965.JPEG,0.7
imgs/n01629819_2270.JPEG,0.6833333333333333
imgs/n01629819_2592.JPEG,1.8583333333333334
imgs/n01629819_3334.JPEG,0.35
imgs/n01629819_79.JPEG,0.7333333333333333
imgs/n01630670_10517.JPEG,1.725
imgs/n01630670_1330.JPEG,0.9083333333333333
imgs/n01630670_4498.JPEG,0.26666666666666666
imgs/n01630670_5838.JPEG,0.675
imgs/n01630670_6254.JPEG,0.31666666666666665
imgs/n01630670_7481.JPEG,0.8666666666666667
imgs/n01631663_5337.JPEG,0.9583333333333334
imgs/n01631663_5735.JPEG,0.7666666666666667
imgs/n01631663_5934.JPEG,0.375
imgs/n01631663_8248.JPEG,0.5666666666666667
imgs/n01632458_12165.JPEG,0.48333333333333334
imgs/n01632458_3994.JPEG,0.575
imgs/n01632458_4752.JPEG,0.625
imgs/n01632458_5090.JPEG,0.9916666666666667
imgs/n01632458_5463.JPEG,1.5833333333333333
imgs/n01632458_8270.JPEG,0.6166666666666667
imgs/n01632777_10300.JPEG,0.30833333333333335
imgs/n01632777_1157.JPEG,0.85
imgs/n01632777_12177.JPEG,0.6583333333333333
imgs/n01632777_15441.JPEG,0.9583333333333334
imgs/n01632777_16344.JPEG,0.8333333333333334
imgs/n01632777_18365.JPEG,0.49166666666666664
imgs/n01632777_24942.JPEG,1.2416666666666667
imgs/n01632777_8531.JPEG,0.8
imgs/n01641577_10460.JPEG,1.2583333333333333
imgs/n01641577_14459.JPEG,0.4583333333333333
imgs/n01641577_22394.JPEG,0.9166666666666666
imgs/n01641577_2485.JPEG,0.9666666666666667
imgs/n01641577_4702.JPEG,0.75
imgs/n01641577_9272.JPEG,0.6583333333333333
imgs/n01644373_15201.JPEG,0.275
imgs/n01644373_15358.JPEG,1.9333333333333333
imgs/n01644373_2962.JPEG,1.2
imgs/n01644373_3540.JPEG,0.5833333333333334
imgs/n01644373_363.JPEG,0.26666666666666666
imgs/n01644373_4468.JPEG,0.725
imgs/n01644373_8785.JPEG,0.8166666666666667
imgs/n01644373_9808.JPEG,0.5416666666666666
imgs/n01644900_11257.JPEG,0.25
imgs/n01644900_1447.JPEG,1.4666666666666666
imgs/n01644900_19265.JPEG,1.9416666666666667
imgs/n01644900_3785.JPEG,0.7833333333333333
imgs/n01644900_488.JPEG,1.1833333333333333
imgs/n01644900_6397.JPEG,0.5083333333333333
imgs/n01644900_8905.JPEG,1.0583333333333333
imgs/n01664065_1420.JPEG,0.30833333333333335
imgs/n01664065_23336.JPEG,1.1583333333333334
imgs/n01664065_24105.JPEG,0.6583333333333333
imgs/n01664065_25844.JPEG,0.6666666666666666
imgs/n01664065_2908.JPEG,0.8083333333333333
imgs/n01665541_14962.JPEG,0.9666666666666667
imgs/n01665541_15319.JPEG,0.525
imgs/n01665541_19405.JPEG,0.36666666666666664
imgs/n01665541_2008.JPEG,0.7833333333333333
imgs/n01665541_40724.JPEG,0.26666666666666666
imgs/n01665541_5178.JPEG,0.475
imgs/n01665541_5781.JPEG,0.5916666666666667
imgs/n01665541_951.JPEG,0.625
imgs/n01667114_10681.JPEG,0.7416666666666667
imgs/n01667114_1283.JPEG,0.5583333333333333
imgs/n01667114_14241.JPEG,0.24166666666666667
imgs/n01667114_3479.JPEG,0.35
imgs/n01667114_4081.JPEG,0.4083333333333333
imgs/n01667114_4435.JPEG,0.8833333333333333
imgs/n01667114_4685.JPEG,0.7916666666666666
imgs/n01667114_6195.JPEG,0.8166666666666667
imgs/n01667778_14515.JPEG,0.6666666666666666
imgs/n01667778_17578.JPEG,0.43333333333333335
imgs/n01667778_21461.JPEG,0.35
imgs/n01667778_22464.JPEG,0.65
imgs/n01667778_8311.JPEG,1.0166666666666666
imgs/n01669191_11526.JPEG,2.25
imgs/n01669191_1233.JPEG,1.6916666666666667
imgs/n01669191_448.JPEG,0.85
imgs/n01669191_5332.JPEG,0.6
imgs/n01669191_6378.JPEG,1.075
imgs/n01669191_8235.JPEG,0.4666666666666667
imgs/n01669191_9605.JPEG,0.44166666666666665
imgs/n01675722_2288.JPEG,0.475
imgs/n01675722_285.JPEG,0.38333333333333336
imgs/n01675722_3174.JPEG,0.4083333333333333
imgs/n01675722_4010.JPEG,0.39166666666666666
imgs/n01675722_4214.JPEG,2.658333333333333
imgs/n01675722_4247.JPEG,0.525
imgs/n01675722_4739.JPEG,1.2083333333333333
imgs/n01675722_5997.JPEG,1.3916666666666666
imgs/n01675722_6586.JPEG,0.55
imgs/n01677366_10436.JPEG,0.3333333333333333
imgs/n01677366_13042.JPEG,2.75
imgs/n01677366_1686.JPEG,0.3333333333333333
imgs/n01677366_17182.JPEG,0.6583333333333333
imgs/n01677366_39457.JPEG,0.25833333333333336
imgs/n01677366_720.JPEG,0.8416666666666667
imgs/n01677366_8008.JPEG,0.43333333333333335
imgs/n01677366_9060.JPEG,0.23333333333333334
imgs/n01682714_10278.JPEG,0.425
imgs/n01682714_10458.JPEG,0.23333333333333334
imgs/n01682714_11786.JPEG,0.45
imgs/n01682714_17772.JPEG,0.9333333333333333
imgs/n01682714_2810.JPEG,0.9833333333333333
imgs/n01682714_3767.JPEG,1.525
imgs/n01682714_4858.JPEG,0.23333333333333334
imgs/n01682714_502.JPEG,0.8166666666666667
imgs/n01685808_2009.JPEG,0.375
imgs/n01685808_5695.JPEG,0.6833333333333333
imgs/n01685808_7170.JPEG,0.8
imgs/n01685808_7410.JPEG,1.125
imgs/n01685808_8879.JPEG,0.7333333333333333
imgs/n01687978_10496.JPEG,0.6583333333333333
imgs/n01687978_11035.JPEG,0.475
imgs/n01687978_2402.JPEG,0.9166666666666666
imgs/n01687978_3199.JPEG,2.05
imgs/n01687978_3674.JPEG,0.35
imgs/n01687978_5261.JPEG,0.7
imgs/n01687978_6725.JPEG,0.6416666666666667
imgs/n01687978_9097.JPEG,0.49166666666666664
imgs/n01688243_10578.JPEG,0.2916666666666667
imgs/n01688243_11102.JPEG,0.2916666666666667
imgs/n01688243_11388.JPEG,0.3333333333333333
imgs/n01688243_43.JPEG,0.9833333333333333
imgs/n01688243_6296.JPEG,0.8333333333333334
imgs/n01688243_7924.JPEG,0.6916666666666667
imgs/n01689811_12896.JPEG,1.1333333333333333
imgs/n01689811_2094.JPEG,0.625
imgs/n01689811_2855.JPEG,2.65
imgs/n01689811_2981.JPEG,0.6916666666666667
imgs/n01689811_340.JPEG,0.43333333333333335
imgs/n01689811_3992.JPEG,0.44166666666666665
imgs/n01689811_4183.JPEG,1.7166666666666666
imgs/n01689811_7978.JPEG,1.4333333333333333
imgs/n01689811_9479.JPEG,0.9
imgs/n01692333_11893.JPEG,0.44166666666666665
imgs/n01692333_3836.JPEG,0.5
imgs/n01692333_4091.JPEG,0.13333333333333333
imgs/n01692333_606.JPEG,2.1333333333333333
imgs/n01692333_7233.JPEG,0.49166666666666664
imgs/n01692333_9720.JPEG,0.6916666666666667
imgs/n01693334_10160.JPEG,1.0666666666666667
imgs/n01693334_11088.JPEG,0.7833333333333333
imgs/n01693334_1662.JPEG,0.9416666666666667
imgs/n01693334_3384.JPEG,0.375
imgs/n01693334_8427.JPEG,0.35
imgs/n01693334_9116.JPEG,0.6833333333333333
imgs/n01693334_9466.JPEG,2.2583333333333333
imgs/n01694178_1599.JPEG,0.7666666666666667
imgs/n01694178_1920.JPEG,0.2833333333333333
imgs/n01694178_2884.JPEG,0.9333333333333333
imgs/n01694178_4965.JPEG,0.43333333333333335
imgs/n01694178_5004.JPEG,0.525
imgs/n01694178_5087.JPEG,1.725
imgs/n01694178_7922.JPEG,0.7166666666666667
imgs/n01695060_17598.JPEG,1.0
imgs/n01695060_20648.JPEG,0.6583333333333333
imgs/n01695060_22693.JPEG,0.5833333333333334
imgs/n01695060_25041.JPEG,0.65
imgs/n01695060_3772.JPEG,0.2916666666666667
imgs/n01695060_5541.JPEG,0.525
imgs/n01695060_6830.JPEG,0.875
imgs/n01695060_6914.JPEG,2.058333333333333
imgs/n01697457_14033.JPEG,1.4583333333333333
imgs/n01697457_20162.JPEG,0.5833333333333334
imgs/n01697457_21269.JPEG,0.85
imgs/n01697457_3942.JPEG,0.4583333333333333
imgs/n01697457_8883.JPEG,0.6
imgs/n01698640_1425.JPEG,0.3333333333333333
imgs/n01698640_16752.JPEG,1.3916666666666666
imgs/n01698640_2783.JPEG,0.5
imgs/n01698640_4714.JPEG,0.6583333333333333
imgs/n01698640_5463.JPEG,0.20833333333333334
imgs/n01698640_5760.JPEG,1.3333333333333333
imgs/n01698640_5860.JPEG,0.2833333333333333
imgs/n01698640_7658.JPEG,2.683333333333333
imgs/n01704323_11971.JPEG,0.38333333333333336
imgs/n01704323_13577.JPEG,0.8666666666666667
imgs/n01704323_28821.JPEG,1.0166666666666666
imgs/n01704323_4738.JPEG,0.5333333333333333
imgs/n01704323_5429.JPEG,0.3
imgs/n01704323_7486.JPEG,0.25
imgs/n01704323_7828.JPEG,0.19166666666666668
imgs/n01704323_8281.JPEG,0.43333333333333335
imgs/n01728572_10645.JPEG,0.6333333333333333
imgs/n01728572_11563.JPEG,0.6
imgs/n01728572_20568.JPEG,0.475
imgs/n01728572_23336.JPEG,0.44166666666666665
imgs/n01728572_27878.JPEG,0.4666666666666667
imgs/n01728572_6495.JPEG,0.31666666666666665
imgs/n01728572_9520.JPEG,0.4166666666666667
imgs/n01728920_14430.JPEG,0.9166666666666666
imgs/n01728920_17562.JPEG,0.4666666666666667
imgs/n01728920_17593.JPEG,0.9916666666666667
imgs/n01728920_17886.JPEG,0.48333333333333334
imgs/n01728920_5583.JPEG,0.5583333333333333
imgs/n01728920_5592.JPEG,0.3416666666666667
imgs/n01728920_704.JPEG,0.75
imgs/n01728920_8904.JPEG,0.38333333333333336
imgs/n01729322_11842.JPEG,0.2833333333333333
imgs/n01729322_12690.JPEG,0.375
imgs/n01729322_13247.JPEG,1.0333333333333334
imgs/n01729322_1679.JPEG,1.1583333333333334
imgs/n01729322_16982.JPEG,0.7416666666666667
imgs/n01729322_3826.JPEG,0.5083333333333333
imgs/n01729977_15509.JPEG,0.35833333333333334
imgs/n01729977_1614.JPEG,0.4083333333333333
imgs/n01729977_2632.JPEG,0.425
imgs/n01729977_4614.JPEG,0.48333333333333334
imgs/n01729977_5500.JPEG,0.325
imgs/n01729977_6344.JPEG,0.5416666666666666
imgs/n01734418_11835.JPEG,1.4916666666666667
imgs/n01734418_12416.JPEG,1.55
imgs/n01734418_14847.JPEG,0.24166666666666667
imgs/n01734418_15569.JPEG,0.4083333333333333
imgs/n01734418_641.JPEG,1.3166666666666667
imgs/n01734418_6794.JPEG,0.4
imgs/n01734418_9148.JPEG,0.7583333333333333
imgs/n01734418_9175.JPEG,0.625
imgs/n01735189_13300.JPEG,0.43333333333333335
imgs/n01735189_14993.JPEG,0.3416666666666667
imgs/n01735189_20917.JPEG,0.43333333333333335
imgs/n01735189_21279.JPEG,0.4583333333333333
imgs/n01735189_2511.JPEG,1.2
imgs/n01735189_5908.JPEG,1.1666666666666667
imgs/n01735189_6416.JPEG,0.5833333333333334
imgs/n01735189_6714.JPEG,0.5833333333333334
imgs/n01737021_12445.JPEG,0.8583333333333333
imgs/n01737021_18739.JPEG,0.9
imgs/n01737021_5202.JPEG,0.5916666666666667
imgs/n01737021_5654.JPEG,0.9833333333333333
imgs/n01737021_8287.JPEG,0.24166666666666667
imgs/n01737021_8920.JPEG,0.5083333333333333
imgs/n01739381_10652.JPEG,0.9416666666666667
imgs/n01739381_2564.JPEG,0.475
imgs/n01739381_4818.JPEG,0.2833333333333333
imgs/n01739381_4873.JPEG,0.43333333333333335
imgs/n01739381_5014.JPEG,1.6666666666666667
imgs/n01739381_5091.JPEG,0.35
imgs/n01739381_730.JPEG,0.4583333333333333
imgs/n01739381_7769.JPEG,0.25833333333333336
imgs/n01740131_11154.JPEG,0.7166666666666667
imgs/n01740131_13138.JPEG,0.425
imgs/n01740131_19530.JPEG,0.7916666666666666
imgs/n01740131_3516.JPEG,0.8083333333333333
imgs/n01740131_3943.JPEG,0.2833333333333333
imgs/n01740131_6526.JPEG,0.4166666666666667
imgs/n01740131_7058.JPEG,1.5916666666666666
imgs/n01740131_8216.JPEG,0.3416666666666667
imgs/n01742172_10433.JPEG,0.7416666666666667
imgs/n01742172_1730.JPEG,1.05
imgs/n01742172_2165.JPEG,0.525
imgs/n01742172_24764.JPEG,0.425
imgs/n01742172_26756.JPEG,0.6083333333333333
imgs/n01742172_412.JPEG,0.65
imgs/n01742172_4601.JPEG,0.825
imgs/n01742172_5065.JPEG,0.85
imgs/n01744401_10298.JPEG,0.7166666666666667
imgs/n01744401_14960.JPEG,0.9833333333333333
imgs/n01744401_2534.JPEG,0.8
imgs/n01744401_2551.JPEG,0.7416666666666667
imgs/n01744401_2609.JPEG,1.3083333333333333
imgs/n01744401_6048.JPEG,0.675
imgs/n01748264_12402.JPEG,1.2166666666666666
imgs/n01748264_12597.JPEG,1.1083333333333334
imgs/n01748264_12960.JPEG,0.43333333333333335
imgs/n01748264_13382.JPEG,0.4666666666666667
imgs/n01748264_14359.JPEG,0.5666666666666667
imgs/n01748264_17216.JPEG,0.3333333333333333
imgs/n01748264_5612.JPEG,0.5583333333333333
imgs/n01748264_7234.JPEG,0.6166666666666667
imgs/n01749939_3178.JPEG,0.6333333333333333
imgs/n01749939_4479.JPEG,0.7416666666666667
imgs/n01749939_5135.JPEG,0.31666666666666665
imgs/n01749939_5240.JPEG,0.325
imgs/n01749939_5592.JPEG,0.6666666666666666
imgs/n01749939_5695.JPEG,0.9416666666666667
imgs/n01749939_5734.JPEG,0.39166666666666666
imgs/n01751748_16844.JPEG,0.30833333333333335
imgs/n01751748_19799.JPEG,0.6833333333333333
imgs/n01751748_226.JPEG,0.5916666666666667
imgs/n01751748_2733.JPEG,1.475
imgs/n01751748_3433.JPEG,1.95
imgs/n01751748_3440.JPEG,1.0083333333333333
imgs/n01751748_399.JPEG,0.5166666666666667
imgs/n01751748_493.JPEG,0.55
imgs/n01751748_8788.JPEG,0.45
imgs/n01753488_10972.JPEG,0.5416666666666666
imgs/n01753488_10997.JPEG,0.7583333333333333
imgs/n01753488_3025.JPEG,0.325
imgs/n01753488_4807.JPEG,0.675
imgs/n01753488_6792.JPEG,0.225
imgs/n01753488_9594.JPEG,0.6083333333333333
imgs/n01753488_9624.JPEG,0.675
imgs/n01755581_1348.JPEG,1.1666666666666667
imgs/n01755581_2714.JPEG,0.48333333333333334
imgs/n01755581_4880.JPEG,1.4416666666666667
imgs/n01755581_5561.JPEG,1.025
imgs/n01755581_6955.JPEG,1.075
imgs/n01755581_740.JPEG,1.425
imgs/n01755581_8597.JPEG,0.5
imgs/n01756291_3008.JPEG,0.75
imgs/n01756291_3836.JPEG,1.0083333333333333
imgs/n01756291_3888.JPEG,0.575
imgs/n01756291_9174.JPEG,0.39166666666666666
imgs/n01768244_10329.JPEG,0.6166666666666667
imgs/n01768244_5303.JPEG,0.36666666666666664
imgs/n01768244_554.JPEG,1.3416666666666666
imgs/n01768244_6209.JPEG,2.0083333333333333
imgs/n01768244_6545.JPEG,0.9666666666666667
imgs/n01768244_6860.JPEG,0.8416666666666667
imgs/n01768244_7355.JPEG,0.39166666666666666
imgs/n01770081_1268.JPEG,0.4583333333333333
imgs/n01770081_12902.JPEG,0.39166666666666666
imgs/n01770081_13147.JPEG,1.8916666666666666
imgs/n01770081_13641.JPEG,0.9166666666666666
imgs/n01770081_6596.JPEG,0.325
imgs/n01770393_11175.JPEG,0.19166666666666668
imgs/n01770393_13972.JPEG,0.36666666666666664
imgs/n01770393_16458.JPEG,0.36666666666666664
imgs/n01770393_29497.JPEG,0.35833333333333334
imgs/n01770393_3246.JPEG,0.4166666666666667
imgs/n01770393_712.JPEG,1.2333333333333334
imgs/n01770393_9668.JPEG,0.45
imgs/n01773157_11028.JPEG,1.7
imgs/n01773157_1499.JPEG,0.8583333333333333
imgs/n01773157_222.JPEG,0.43333333333333335
imgs/n01773157_2336.JPEG,0.4083333333333333
imgs/n01773157_3183.JPEG,0.45
imgs/n01773157_3709.JPEG,0.3416666666666667
imgs/n01773157_757.JPEG,0.35833333333333334
imgs/n01773157_9815.JPEG,0.4583333333333333
imgs/n01773549_1924.JPEG,0.39166666666666666
imgs/n01773549_2273.JPEG,0.5083333333333333
imgs/n01773549_3207.JPEG,0.6083333333333333
imgs/n01773549_3290.JPEG,0.65
imgs/n01773549_4526.JPEG,0.31666666666666665
imgs/n01773549_4683.JPEG,0.38333333333333336
imgs/n01773549_6088.JPEG,0.43333333333333335
imgs/n01773549_6816.JPEG,0.6916666666666667
imgs/n01773797_1295.JPEG,0.5333333333333333
imgs/n01773797_3396.JPEG,0.6583333333333333
imgs/n01773797_5054.JPEG,0.19166666666666668
imgs/n01773797_5345.JPEG,0.35
imgs/n01773797_5375.JPEG,0.6333333333333333
imgs/n01773797_5924.JPEG,0.5
imgs/n01773797_5941.JPEG,0.43333333333333335
imgs/n01773797_7087.JPEG,0.6166666666666667
imgs/n01773797_717.JPEG,0.9583333333333334
imgs/n01774384_10923.JPEG,0.38333333333333336
imgs/n01774384_11487.JPEG,0.7833333333333333
imgs/n01774384_13967.JPEG,0.6416666666666667
imgs/n01774384_20364.JPEG,0.6916666666666667
imgs/n01774384_20459.JPEG,0.7583333333333333
imgs/n01774384_4362.JPEG,0.45
imgs/n01774384_8010.JPEG,0.35
imgs/n01774384_8812.JPEG,0.5666666666666667
imgs/n01774750_2247.JPEG,0.48333333333333334
imgs/n01774750_2884.JPEG,0.9666666666666667
imgs/n01774750_6223.JPEG,0.275
imgs/n01774750_7516.JPEG,0.6416666666666667
imgs/n01775062_3137.JPEG,0.35833333333333334
imgs/n01775062_34.JPEG,0.9416666666666667
imgs/n01775062_4238.JPEG,0.375
imgs/n01775062_6257.JPEG,0.5666666666666667
imgs/n01775062_8600.JPEG,0.2
imgs/n01776313_16678.JPEG,0.31666666666666665
imgs/n01776313_17067.JPEG,1.55
imgs/n01776313_29738.JPEG,0.65
imgs/n01776313_29891.JPEG,0.375
imgs/n01776313_3682.JPEG,2.183333333333333
imgs/n01776313_37087.JPEG,0.36666666666666664
imgs/n01776313_40358.JPEG,0.30833333333333335
imgs/n01776313_434.JPEG,0.48333333333333334
imgs/n01776313_8266.JPEG,0.36666666666666664
imgs/n01784675_144.JPEG,0.4083333333333333
imgs/n01784675_2378.JPEG,0.19166666666666668
imgs/n01784675_2866.JPEG,0.525
imgs/n01784675_3310.JPEG,1.2166666666666666
imgs/n01784675_3765.JPEG,0.6416666666666667
imgs/n01784675_4651.JPEG,0.45
imgs/n01784675_9768.JPEG,0.8083333333333333
imgs/n01795545_1204.JPEG,0.7666666666666667
imgs/n01795545_13459.JPEG,0.35
imgs/n01795545_14217.JPEG,0.6416666666666667
imgs/n01795545_15460.JPEG,0.35
imgs/n01795545_5643.JPEG,0.9833333333333333
imgs/n01795545_5745.JPEG,0.5083333333333333
imgs/n01795545_6074.JPEG,0.6083333333333333
imgs/n01795545_8361.JPEG,0.3
imgs/n01795545_8745.JPEG,1.1333333333333333
imgs/n01796340_10638.JPEG,0.625
imgs/n01796340_13508.JPEG,1.3333333333333333
imgs/n01796340_18165.JPEG,0.5666666666666667
imgs/n01796340_2016.JPEG,0.45
imgs/n01796340_3495.JPEG,0.5083333333333333
imgs/n01796340_4089.JPEG,0.49166666666666664
imgs/n01796340_4745.JPEG,0.5166666666666667
imgs/n01796340_9571.JPEG,0.6583333333333333
